energy(0),homogeneity(0),contrast(0),correlation(0),energy(45),homogeneity(45),contrast(45),correlation(45),energy(90),homogeneity(90),contrast(90),correlation(90),energy(135),homogeneity(135),contrast(135),correlation(135),label
0.014331064250592782,0.1370969178243106,119.06752904576781,0.9836707368301174,0.01226410562690501,0.102066821638322,273.32691796147645,0.9622617371366733,0.012331959429267925,0.10299472884831827,255.94611658071574,0.9646541666276681,0.014331064250592782,0.1370969178243106,119.06752904576781,0.9836707368301174,malignant
0.025759307397510433,0.1496496992841062,163.1393977371895,0.9416499359874668,0.023280421726036844,0.11846024799678244,368.0237658268198,0.8659755781421313,0.023399123718072887,0.11948743847426803,349.5362850971922,0.872722262529151,0.025759307397510433,0.1496496992841062,163.1393977371895,0.9416499359874668,malignant
0.015064529930017395,0.12546797323150155,174.21792130270214,0.9654030738939786,0.01353929176433392,0.09799261265002172,469.924076720053,0.9050649222857694,0.013551591749178301,0.09831448853875342,461.93693407769945,0.9066473634186232,0.015064529930017395,0.12546797323150155,174.21792130270214,0.9654030738939786,malignant
0.0356538068638458,0.21867521214323402,77.58907686925231,0.9861435812333492,0.03535612263229604,0.21222064451042902,159.75004182420452,0.9715439377310789,0.03528382389094979,0.21047487630655287,156.65535103097085,0.9721011241270925,0.0356538068638458,0.21867521214323402,77.58907686925231,0.9861435812333492,malignant
0.01842768046908399,0.14409402667892027,137.10683864687275,0.982208448097531,0.015741827775499987,0.1039128101032019,349.86186999528974,0.9542272500287496,0.015714482774385412,0.10407076227069707,362.85287101777624,0.9525106812432347,0.01842768046908399,0.14409402667892027,137.10683864687275,0.982208448097531,malignant
0.011985853996793798,0.09732388740168044,445.09392486678814,0.902922340882101,0.009570651076999233,0.061106398487606475,1247.5470257797494,0.7241494802706786,0.009715521796283997,0.06264979297270763,1224.2533866100368,0.7293039154219478,0.011985853996793798,0.09732388740168044,445.09392486678814,0.902922340882101,malignant
0.012438695277700923,0.11479528737570283,199.62058817789753,0.9760049931655834,0.011137818106125047,0.09079379331095808,461.1823930209114,0.94423541180649,0.011188029458998,0.09272664048397378,447.0160966976514,0.9459156334988872,0.012438695277700923,0.11479528737570283,199.62058817789753,0.9760049931655834,malignant
0.012843140555824594,0.11760942121439222,181.9532339791356,0.9833743145309883,0.011522644365617918,0.0957419473384314,468.4226366930171,0.9570591511994351,0.01155926430648072,0.09549269247665923,466.44511529897034,0.9572088434203274,0.012843140555824594,0.11760942121439222,181.9532339791356,0.9833743145309883,malignant
0.017995811773277894,0.12694485121834814,177.25572496643903,0.9785325779088442,0.01712327064404165,0.10991368611223411,333.89100351125666,0.9592508248567372,0.01724420985820289,0.1126569536900077,324.29453929938177,0.9603991960297464,0.017995811773277894,0.12694485121834814,177.25572496643903,0.9785325779088442,malignant
0.01258605084233423,0.11182557432929192,199.25206912197257,0.956946756076173,0.011160499399543304,0.087656800544025,426.2178591084205,0.906605027078063,0.011181148849330667,0.08811133558984274,417.1677758593628,0.9085978253458279,0.01258605084233423,0.11182557432929192,199.25206912197257,0.956946756076173,malignant
0.02031631176381469,0.1318455493299794,385.2524700579185,0.9125017358917011,0.01818785730139732,0.10412756460591505,781.4712057352189,0.8217051918780858,0.018040173477784055,0.10275071537375449,789.7934306712655,0.8196712297869198,0.02031631176381469,0.1318455493299794,385.2524700579185,0.9125017358917011,malignant
0.014470375396283493,0.12788484435174033,118.95370147227878,0.9769766843767888,0.012776579215626131,0.1008535926093788,269.663983030822,0.9472043872916664,0.01279870018157064,0.10113230130933724,269.5040522462212,0.9472222169108083,0.014470375396283493,0.12788484435174033,118.95370147227878,0.9769766843767888,malignant
0.01489081536406256,0.134168633268173,107.42322528534329,0.9719173089358037,0.011700870111433885,0.08790839870126745,432.3519770154179,0.8855901263045206,0.011815387425159194,0.08982364774738551,415.62528581468797,0.8899821550908512,0.01489081536406256,0.134168633268173,107.42322528534329,0.9719173089358037,malignant
0.07004139996364542,0.20157087590081899,172.01452942128634,0.9507500357126607,0.07010637227899649,0.16625645740238018,427.14887062566265,0.8758936768996832,0.07070250442106556,0.1655817744308476,519.6114106638418,0.8491036795510258,0.07004139996364542,0.20157087590081899,172.01452942128634,0.9507500357126607,malignant
0.015691254446193164,0.13531418498284237,128.47674643461445,0.9823265661954309,0.013305557033931499,0.0959149965222379,362.1573536291497,0.9497648200671475,0.013254500566790114,0.09570239693814492,366.74128541865474,0.9491301919539658,0.015691254446193164,0.13531418498284237,128.47674643461445,0.9823265661954309,malignant
0.03682890999909816,0.17622517873996488,149.07004634645483,0.977170492110484,0.03553379361236393,0.155629796827097,298.9121786146401,0.9535724351345948,0.035726028923068344,0.15822575004450914,295.00216649556126,0.9541653836060399,0.03682890999909816,0.17622517873996488,149.07004634645483,0.977170492110484,malignant
0.016149499087845885,0.12950627806576132,274.026250042911,0.9653820628753957,0.014303663196468435,0.09798869211967082,711.7193069212044,0.9096838899468437,0.01445556029242528,0.1004459751563169,693.1932805265371,0.9120055463257603,0.016149499087845885,0.12950627806576132,274.026250042911,0.9653820628753957,malignant
0.012547051863498318,0.11895159188714373,235.845787672931,0.9631640912046626,0.011098274501120695,0.09206689948519935,585.4979318804745,0.9073401189348302,0.011015818303248584,0.09104534178049328,601.1965828645773,0.9048250431553341,0.012547051863498318,0.11895159188714373,235.845787672931,0.9631640912046626,malignant
0.026364233418609048,0.14846551214073833,129.82782220557075,0.9785987955797626,0.024450188687354702,0.12358692982227508,262.807644962747,0.9559222279831072,0.024625406603289504,0.12452970263517588,265.8995273014149,0.9553787508748928,0.026364233418609048,0.14846551214073833,129.82782220557075,0.9785987955797626,malignant
0.013848846425727677,0.12317336321661301,203.66319535493534,0.9725537958849598,0.01242016945725584,0.09655119860671005,536.5965013326106,0.9269245127274288,0.012275565483071123,0.09452297544526411,577.2374950679217,0.9213821772205337,0.013848846425727677,0.12317336321661301,203.66319535493534,0.9725537958849598,malignant
0.015713993399100738,0.13257638735648605,120.37768177028451,0.95703655071726,0.012158774336080294,0.08566927011388598,548.1512296382482,0.7991485933773192,0.012112103167189225,0.08498187368980506,581.1004382954006,0.7870110809860296,0.015713993399100738,0.13257638735648605,120.37768177028451,0.95703655071726,malignant
0.06724298312871395,0.17117091234898477,265.04955452895564,0.9449433892632079,0.06787499304087648,0.15521223229148956,332.7702986969965,0.9307126716966939,0.06882826823748837,0.15542564305258338,335.2336510421547,0.9302891460512793,0.06724298312871395,0.17117091234898477,265.04955452895564,0.9449433892632079,malignant
0.08822975277772598,0.22540699091064595,125.05925094203174,0.9633634842026945,0.08515719653071056,0.19890403161436537,241.2857290399578,0.9283420741213154,0.08594894339410768,0.20144546679062028,226.73327936706735,0.9326411835133933,0.08822975277772598,0.22540699091064595,125.05925094203174,0.9633634842026945,malignant
0.01501429889620385,0.12405392053547598,271.2115662894966,0.9643888789342646,0.013193725787171501,0.09268384987837194,774.9664344819746,0.8972272129872969,0.013154182864256367,0.09199012566865827,763.3226281027953,0.8987070357496838,0.01501429889620385,0.12405392053547598,271.2115662894966,0.9643888789342646,malignant
0.018196361661816,0.12916989647144306,172.19577762626113,0.9795122515597988,0.0172876575958523,0.11120782926209428,332.46209393443434,0.960103361079571,0.017296151634607064,0.11233877427198616,324.88219198416624,0.9609951453374238,0.018196361661816,0.12916989647144306,172.19577762626113,0.9795122515597988,malignant
0.014035718677431136,0.11162623968832426,185.40857533978684,0.9534500991567407,0.012523239762016612,0.08806850404697233,573.2947892581343,0.8543287479594528,0.012675069356374174,0.08877769042830537,560.9146273857607,0.8574146104603276,0.014035718677431136,0.11162623968832426,185.40857533978684,0.9534500991567407,malignant
0.01436995431938365,0.12702030045058788,133.40466224857573,0.9675334568202031,0.012380792233872484,0.09644224049784282,406.20227366551666,0.9000136482289371,0.012538335334265861,0.09917180723291026,382.2482389438328,0.9059201021854425,0.01436995431938365,0.12702030045058788,133.40466224857573,0.9675334568202031,malignant
0.018781922096727157,0.12509708892056412,422.99369666474,0.9042326509322633,0.016490275109600126,0.09880076603383937,840.0446058869675,0.8075576382454315,0.016322954213852305,0.09608295894522981,848.017288988642,0.8055976513388201,0.018781922096727157,0.12509708892056412,422.99369666474,0.9042326509322633,malignant
0.012200169097452722,0.0995781550509451,235.8881574089546,0.9395758175438035,0.009611123000432988,0.06289231818858443,714.9056237526314,0.815615002935108,0.009570231395888276,0.06318500788461064,742.5793911938308,0.8084242778464471,0.012200169097452722,0.0995781550509451,235.8881574089546,0.9395758175438035,malignant
0.01368098119131549,0.10468514362466884,353.3073802269327,0.892091648744801,0.011009584301301108,0.06842881670965748,1050.271916814976,0.670230837273847,0.01106842713678912,0.06752298430257445,1037.3378845763839,0.6743084171695253,0.01368098119131549,0.10468514362466884,353.3073802269327,0.892091648744801,malignant
0.012785142354204698,0.1210455086778482,146.03364318110377,0.9721256914094035,0.010633949431534303,0.08731268967615763,372.9870498924206,0.9282654645517026,0.010668100083733714,0.0873446726272035,359.6065487734283,0.9308563639570011,0.012785142354204698,0.1210455086778482,146.03364318110377,0.9721256914094035,malignant
0.01333668471226213,0.11251286975589353,197.03258024521287,0.9641818400400677,0.011353168482394557,0.08262633322285516,419.8576211923669,0.9235752160950832,0.01142313965351902,0.08411752193259363,408.82633523847056,0.9255943199458992,0.01333668471226213,0.11251286975589353,197.03258024521287,0.9641818400400677,malignant
0.029136851353287984,0.16946544790350795,131.91099788297961,0.9797575857559898,0.027405778599090633,0.14467644428086934,308.346953405018,0.9518996466368144,0.027343230523380953,0.14518714201023772,294.67151203730134,0.9540016790343047,0.029136851353287984,0.16946544790350795,131.91099788297961,0.9797575857559898,malignant
0.014480842177687556,0.12046242305350537,259.11496503385865,0.9519032615755899,0.013003273663876274,0.094563897672323,523.7096526662319,0.9019865729623726,0.013155704077674543,0.09732517773980083,465.1593403976665,0.9129543800986095,0.014480842177687556,0.12046242305350537,259.11496503385865,0.9519032615755899,malignant
0.012061386102515151,0.1078032403198767,290.45390369331466,0.94740348688656,0.01010840292628396,0.07630302308391669,921.6180646373839,0.8313171338223782,0.010206197515209814,0.07732205529847369,882.9866799554437,0.83833169794723,0.012061386102515151,0.1078032403198767,290.45390369331466,0.94740348688656,malignant
